Code,Date,Open,High,Low,Close,Volume
ABC003500379,14/04/00,3536.41,3536.41,3138.42,3207.96,25557800
ABC003500379,17/04/00,3194.50,3530.67,3107.42,3529.45,24828300
ABC003500379,18/04/00,3531.07,3717.66,3511.81,3715.81,21527200
ABC003500379,19/04/00,3720.24,3753.45,3578.90,3583.07,17602700
ABC003500379,20/04/00,3587.27,3632.24,3453.30,3505.29,14227300
ABC003500379,24/04/00,3448.23,3448.23,3200.90,3353.53,15407100
ABC003500379,25/04/00,3371.21,3622.29,3371.21,3621.56,16229100
ABC003500379,26/04/00,3622.80,3690.29,3505.11,3505.71,15928300
ABC003500379,27/04/00,3504.20,3692.92,3390.60,3692.57,15487600
ABC003500379,28/04/00,3696.42,3790.78,3696.42,3773.18,15837100
ABC003500379,01/05/00,3789.20,3871.93,3777.05,3829.84,15006100
ABC003500379,02/05/00,3768.04,3824.47,3626.54,3627.31,14380400
ABC003500379,03/05/00,3627.31,3627.31,3435.30,3562.16,14800500
ABC003500379,04/05/00,3561.72,3627.35,3518.12,3570.73,12878500
ABC003500379,05/05/00,3571.27,3692.40,3534.07,3688.36,11972900
ABC003500379,08/05/00,3688.36,3688.36,3521.05,3521.60,11427100
ABC003500379,09/05/00,3525.23,3567.96,3401.82,3445.26,14547800
ABC003500379,10/05/00,3436.68,3436.68,3234.96,3245.08,15801100
ABC003500379,11/05/00,3311.51,3381.70,3237.86,3381.57,13702300
ABC003500379,12/05/00,3381.57,3504.81,3381.57,3406.25,12200400
ABC003500379,15/05/00,3404.56,3512.21,3314.44,3512.11,11558100
ABC003500379,16/05/00,3520.98,3653.76,3520.98,3646.89,14952700
ABC003500379,17/05/00,3635.03,3635.03,3527.67,3550.50,12273800
ABC003500379,18/05/00,3547.52,3575.78,3426.35,3426.35,12586100
ABC003500379,19/05/00,3425.38,3425.38,3259.18,3260.64,13669300
ABC003500379,22/05/00,3261.47,3269.54,3029.14,3264.71,16154800
ABC003500379,23/05/00,3262.77,3298.46,3022.52,3023.42,13304400
ABC003500379,24/05/00,3023.49,3185.74,2897.27,3180.31,20879800
ABC003500379,25/05/00,3181.50,3290.53,3078.18,3099.28,15618400
ABC003500379,26/05/00,3100.97,3170.72,3033.50,3101.44,10694400
ABC003500379,30/05/00,3101.43,3415.71,3101.43,3414.03,14573600
ABC003500379,31/05/00,3414.03,3458.34,3322.22,3324.08,15337300
ABC003500379,01/06/00,3331.80,3526.53,3331.80,3518.98,15802400
ABC003500379,02/06/00,3518.98,3759.81,3518.98,3755.67,19032100
ABC003500379,05/06/00,3742.28,3817.25,3688.89,3730.31,14559600
ABC003500379,06/06/00,3730.31,3801.31,3637.80,3646.32,16030600
ABC003500379,07/06/00,3644.46,3736.15,3599.53,3736.01,14312200
ABC003500379,08/06/00,3737.93,3791.42,3671.44,3707.31,13992500
ABC003500379,09/06/00,3707.31,3785.02,3707.31,3760.26,12687200
ABC003500379,12/06/00,3761.15,3779.74,3638.31,3638.42,12810000
ABC003500379,13/06/00,3638.54,3766.52,3582.52,3765.81,13987900
ABC003500379,14/06/00,3767.54,3793.72,3670.71,3677.49,14003000
ABC003500379,15/06/00,3680.67,3755.72,3639.18,3752.01,14266300
ABC003500379,16/06/00,3758.36,3817.85,3732.83,3787.36,15011900
ABC003500379,19/06/00,3787.36,3935.33,3730.77,3933.70,1411400
ABC003500379,20/06/00,3933.70,3990.21,3898.28,3933.83,16945200
